"Timestamp","TZ","IOKI 1 (A)","IOKI 1_AV (A)","IOKI 1_MN (A)","IOKI 1_MX (A)","IOKI 1_SD (A)","IOKI 1_NUM (A)","IOKI 1_INT (A)","IOKI 1_IMN (A)","IOKI 1_IMX (A)","IOKI 2 (A)","IOKI 2_AV (A)","IOKI 2_MN (A)","IOKI 2_MX (A)","IOKI 2_SD (A)","IOKI 2_NUM (A)","IOKI 2_INT (A)","IOKI 2_IMN (A)","IOKI 2_IMX (A)","K-type (degC)","K-type_AV (degC)","K-type_MN (degC)","K-type_MX (degC)","K-type_SD (degC)","K-type_NUM (degC)","K-type_INT (degC)","K-type_IMN (degC)","K-type_IMX (degC)"
2025/01/31 08:44:00.233,n,37.424532,36.292116,32.341042,39.171816,2.118505,10,361.82936,2025/01/31 08:43:58.026,2025/01/31 08:43:51.002,35.25358,35.72018,34.051644,37.27402,1.146117,10,358.21924,2025/01/31 08:43:57.002,2025/01/31 08:43:52.070,6.676439,6.673545,6.661235,6.694246,0.011791,10,66.724432,2025/01/31 08:43:56.009,2025/01/31 08:43:59.013
2025/01/31 08:44:10.283,n,36.02732,34.812808,31.015508,38.364536,2.203636,10,350.28136,2025/01/31 08:44:03.002,2025/01/31 08:44:05.008,34.94498,35.231768,32.61985,37.533972,1.44409,10,353.92692,2025/01/31 08:44:07.002,2025/01/31 08:44:04.028,6.717403,6.686514,6.653535,6.722679,0.02351,10,67.120032,2025/01/31 08:44:04.028,2025/01/31 08:44:01.002
2025/01/31 08:44:20.431,n,35.347328,35.845644,32.91016,38.732216,1.464422,10,361.33128,2025/01/31 08:44:12.035,2025/01/31 08:44:19.002,36.568484,36.089908,33.910528,38.304724,1.460415,10,362.45268,2025/01/31 08:44:19.002,2025/01/31 08:44:11.004,6.640108,6.661465,6.640108,6.686575,0.018042,10,67.101996,2025/01/31 08:44:16.020,2025/01/31 08:44:11.004
2025/01/31 08:44:30.328,n,34.67368,36.11414,33.862648,39.538552,1.796747,10,358.814,2025/01/31 08:44:26.035,2025/01/31 08:44:22.008,35.279028,34.59252,33.053108,36.455392,1.268184,10,343.74416,2025/01/31 08:44:27.005,2025/01/31 08:44:28.011,6.665608,6.656193,6.619365,6.676429,0.017372,10,66.039316,2025/01/31 08:44:25.002,2025/01/31 08:44:21.006
2025/01/31 08:44:40.315,n,34.257968,34.73114,33.223854,37.29926,1.430197,10,346.69836,2025/01/31 08:44:37.002,2025/01/31 08:44:36.022,38.684328,37.13078,35.046392,40.199164,1.644283,10,368.87788,2025/01/31 08:44:35.002,2025/01/31 08:44:37.002,6.69534,6.686898,6.650031,6.714979,0.017274,10,66.698776,2025/01/31 08:44:33.006,2025/01/31 08:44:38.062
2025/01/31 08:44:50.369,n,33.936868,36.5317,33.936868,39.270388,1.719287,10,366.25824,2025/01/31 08:44:50.033,2025/01/31 08:44:45.005,33.124154,34.871108,33.061104,37.976412,1.888235,10,352.32852,2025/01/31 08:44:45.005,2025/01/31 08:44:48.119,6.709447,6.700784,6.677511,6.723978,0.014499,10,67.149792,2025/01/31 08:44:45.005,2025/01/31 08:44:48.119
2025/01/31 08:45:00.435,n,36.488528,36.313272,32.888584,39.787756,2.279989,10,365.61092,2025/01/31 08:44:53.002,2025/01/31 08:44:56.096,34.289004,35.527772,32.843846,37.769108,1.509662,10,358.09404,2025/01/31 08:44:55.009,2025/01/31 08:44:53.002,6.736074,6.73538,6.711614,6.753678,0.012624,10,68.020432,2025/01/31 08:44:56.096,2025/01/31 08:44:57.002
2025/01/31 08:45:10.671,n,-0.369022,17.884774,-0.371502,38.996436,19.281866,10,193.31946,2025/01/31 08:45:06.040,2025/01/31 08:45:02.069,-0.226021,18.236048,-0.227345,38.880436,19.493828,10,195.67824,2025/01/31 08:45:06.040,2025/01/31 08:45:01.006,6.712958,6.731276,6.68763,6.775709,0.034004,10,67.667168,2025/01/31 08:45:08.164,2025/01/31 08:45:03.002
2025/01/31 08:45:20.339,n,-0.370087,-0.370238,-0.37133,-0.368229,0.000956,10,-3.652019,2025/01/31 08:45:18.121,2025/01/31 08:45:12.050,-0.225933,-0.226594,-0.227695,-0.225315,0.000888,10,-2.235428,2025/01/31 08:45:15.002,2025/01/31 08:45:16.085,6.70965,6.718416,6.70965,6.736086,0.006639,10,66.282172,2025/01/31 08:45:20.051,2025/01/31 08:45:15.002
2025/01/31 08:45:30.517,n,-0.369022,-0.370122,-0.371414,-0.369022,0.000781,10,-3.69906,2025/01/31 08:45:21.248,2025/01/31 08:45:30.044,-0.226463,-0.225828,-0.226551,-0.224964,0.000592,10,-2.256321,2025/01/31 08:45:21.248,2025/01/31 08:45:25.002,6.711828,6.721125,6.711828,6.738273,0.009916,10,67.158624,2025/01/31 08:45:30.044,2025/01/31 08:45:24.097
2025/01/31 08:45:40.424,n,-0.369644,-0.369971,-0.370266,-0.369556,0.000257,10,-3.703565,2025/01/31 08:45:32.375,2025/01/31 08:45:36.094,-0.225845,-0.226384,-0.227612,-0.224697,0.000834,10,-2.266599,2025/01/31 08:45:37.002,2025/01/31 08:45:36.094,6.710541,6.704385,6.665429,6.738264,0.019833,10,67.1228,2025/01/31 08:45:38.078,2025/01/31 08:45:36.094
2025/01/31 08:45:50.475,n,-0.369465,-0.369156,-0.370617,-0.367428,0.000884,10,-3.683621,2025/01/31 08:45:46.112,2025/01/31 08:45:47.002,-0.226906,-0.225527,-0.227081,-0.222668,0.00132,10,-2.249674,2025/01/31 08:45:42.078,2025/01/31 08:45:45.009,6.686512,6.696696,6.676405,6.72066,0.013656,10,66.833708,2025/01/31 08:45:46.112,2025/01/31 08:45:44.036
2025/01/31 08:46:00.483,n,-0.369644,-0.369236,-0.371059,-0.367077,0.001036,10,-3.76094,2025/01/31 08:45:58.076,2025/01/31 08:45:51.018,-0.22699,-0.225509,-0.22699,-0.22443,0.000781,10,-2.297124,2025/01/31 08:46:00.219,2025/01/31 08:45:53.002,6.647791,6.683538,6.647791,6.703044,0.016675,10,68.094584,2025/01/31 08:46:00.219,2025/01/31 08:45:56.018
2025/01/31 08:46:10.356,n,-0.369202,-0.369361,-0.370796,-0.368404,0.000846,10,-3.630356,2025/01/31 08:46:05.002,2025/01/31 08:46:08.046,-0.224873,-0.225042,-0.226463,-0.223812,0.00075,10,-2.212724,2025/01/31 08:46:04.032,2025/01/31 08:46:03.005,6.662075,6.654548,6.636779,6.66428,0.008637,10,65.395408,2025/01/31 08:46:03.005,2025/01/31 08:46:04.032
